data1,data2
A938504,438907
A943421,443824
A946609,447012
A991613,492016
A912531,412935
A914798,415202
A926180,426584
A942824,443228
A954105,454509
A969920,470324
A972840,473244
A985228,485632
A990018,490422
A939463,439868
A948621,449026
A971462,471867
A972970,473375
A990297,490702
A912330,412736
A914933,415339
A975577,475983
A975583,475989
A985541,485947
A935441,435848
A971677,472084
A981802,482209
A925136,425544
A962378,462786
A972168,472576
A976564,476972
A987512,487920
A922082,422491
A934099,434508
A943519,443928
A971220,471629
A971817,472226
A932998,433408
A951314,451724
A956036,456446
A963862,464272
A982229,482639
A988527,488937
A918627,419038
A932280,432692
A938408,438820
A949435,449847
A970094,470506
A916254,416667
A976556,476969
A983059,483472
A986746,487159
A990509,490922
A947052,447466
A977876,478290
A988001,488415
A991735,492149
A923618,424033
A925903,426318
A946103,446518
A958236,458651
A907315,407731
A915137,415553
A928764,429180
A929186,429602
A954905,455321
A990517,490933
A913319,413736
A939999,440416
A949223,449640
A910896,411314
A922390,422808
A980394,480812
A938528,438947
A946276,446695
A953197,453616
A987888,488307
A921112,421532
A925025,425445
A929017,429437
A935000,435420
A943339,443759
A949797,450217
A953571,453991
A958648,459068
A968038,468458
A919000,419421
A964616,465037
A977785,478206
A985583,486004
A920895,421317
A957837,458260
A912401,412825
A987587,488011
A915925,416350
A917175,417600
A925347,425772
A945177,445602
A970551,470976
A975156,475581
A907526,407952
A915697,416123
A927201,427627
A941666,442092
A941667,442093
A945425,445851
A962321,462747
A921928,422355
A961816,462243
A970643,471070
A995215,495642
A996913,497340
A923037,423465
A943770,444198
A979152,479580
A992428,492856
A994163,494591
A925401,425830
A929593,430022
A935524,435953
A949501,449930
A949633,450062
A950071,450500
A975433,475862
A996960,497389
A909302,409732
A928948,429378
A931974,432404
A940990,441420
A910957,411388
A927385,427816
A927925,428356
A933048,433479
A945292,445723
A946218,446649
A969219,469650
A975576,476007
A923601,424033
A966644,467076
A970682,471114
A971512,471944
A977084,477516
A978702,479134
A997895,498327
A958570,459003
A986827,487260
A940505,440939
A904981,405416
A923456,423891
A940640,441075
A945667,446102
A958092,458527
A958222,458657
A987332,487767
A911373,411809
A918959,419395
A923967,424403
A936172,436608
A994432,494868
A995497,495933
A922032,422469
A931177,431614
A958130,458567
A958877,459314
A981197,481634
A983694,484131
A990394,490831
A916877,417315
A937143,437581
A971956,472394
A908825,409264
A916049,416488
A919626,420065
A941862,442301
A965708,466147
A970179,470618
A985650,486089
A987537,487976
A909993,410433
A923147,423587
A937984,438424
A946213,446653
A985222,485662
A955855,456296
A974816,475257
A984524,484965
A997951,498392
A955601,456043
A916549,416992
A918367,418810
A965809,466252
A950117,450561
A977949,478393
A919589,420034
A923720,424165
A932554,432999
A949443,449888
A955816,456261
A970297,470742
A979970,480415
A989821,490266
A992001,492446
A995012,495457
A924791,425237
A928586,429032
A950575,451021
A957190,457636
A949192,449639
A963997,464444
A976029,476476
A994818,495265
A910491,410939
A942917,443365
A953434,453882
A966579,467027
A977061,477509
A981379,481827
A985488,485936
A996278,496726
A995657,496106
A926313,426763
A949236,449686
A956363,456813
A960522,460972
A971861,472311
A993982,494432
A989025,489476
A932140,432592
A944907,445359
A993061,493513
A994701,495154
A915312,415766
A928883,429337
A939674,440128
A945253,445707
A968445,468899
A971145,471599
A971169,471623
A994190,494644
A910933,411388
A917591,418046
A941544,441999
A942183,442638
A945475,445930
A949547,450002
A958466,458921
A960844,461299
A988082,488537
A990762,491217
A993314,493769
A913667,414123
A933181,433638
A940824,441281
A952425,452882
A954451,454908
A959664,460121
A973328,473785
A997256,497714
A972805,473264
A981050,481509
A913122,413582
A973122,473582
A991299,491759
A997851,498311
A911266,411727
A912765,413226
A955782,456243
A968275,468736
A926209,426671
A936499,436961
A948224,448686
A951151,451613
A963312,463774
A983625,484087
A990696,491158
A996407,496869
A978290,478753
A983503,483966
A989792,490255
A921723,422187
A947639,448103
A952515,452979
A936538,437003
A952960,453425
A955262,455727
A982570,483035
A996457,496922
A962423,462889
A963239,463705
A975493,475959
A979109,479575
A986744,487210
A914755,415222
A973575,474042
A997998,498465
A926501,426969
A955485,455953
A909979,410448
A954738,455207
A974892,475361
A982111,482580
A947247,447717
A959122,459592
A968465,468935
A982859,483329
A989508,489978
A991913,492383
A905489,405960
A910688,411159
A914660,415131
A914862,415333
A916569,417040
A938620,439091
A958186,458657
A961134,461605
A989589,490060
A915422,415894
A922331,422803
A933131,433603
A943274,443746
A948315,448787
A959390,459862
A960568,461040
A975437,475909
A995343,495815
A998398,498870
A926278,426751
A930951,431424
A952548,453021
A954250,454723
A993647,494120
A910500,410974
A917729,418203
A941031,441505
A952020,452494
A980169,480643
A980224,480698
A913330,413805
A954773,455248
A992358,492833
A994845,495320
A910807,411283
A962686,463162
A977819,478295
A927472,427949
A907753,408231
A914250,414728
A928382,428860
A941350,441828
A945549,446027
A965918,466396
A983105,483583
A941759,442238
A942825,443304
A952188,452667
A974411,474890
A908489,408969
A916070,416550
A963741,464221
A909510,409991
A916195,416676
A920776,421257
A923863,424344
A945970,446451
A951417,451898
A969854,470335
A972251,472732
A985248,485729
A953282,453764
A957503,457985
A958581,459063
A977462,477944
A990535,491017
A932344,432827
A953241,453724
A963370,463853
A970585,471068
A919162,419646
A942468,442952
A958185,458669
A980854,481338
A946289,446774
A957819,458304
A915754,416240
A921237,421723
A932028,432514
A932677,433163
A936960,437446
A941255,441741
A961936,462422
A970010,470496
A928636,429123
A935556,436043
A958392,458879
A959773,460260
A909158,409646
A930999,431487
A939334,439823
A952333,452822
A918632,419122
A922046,422536
A941263,441753
A975534,476024
A990050,490540
A921993,422484
A924544,425035
A978385,478876
A984154,484645
A929298,429790
A941389,441881
A908171,408664
A912466,412959
A930651,431144
A962242,462735
A963430,463923
A965619,466112
A967835,468328
A976526,477019
A910605,411099
A928504,428998
A956161,456655
A990742,491236
A905177,405672
A960323,460818
A964727,465222
A937252,437748
A948263,448759
A914158,414655
A922484,422981
A949623,450120
A952611,453108
A940715,441213
A941204,441702
A947731,448229
A958035,458533
A982864,483362
A983081,483579
A946791,447290
A957619,458118
A994780,495279
A998531,499030
A927273,427773
A949703,450203
A989580,490080
A927111,427612
A931884,432385
A933502,434003
A948363,448864
A969627,470128
A973545,474046
A987655,488156
A907352,407854
A908984,409486
A924537,425039
A932198,432700
A950390,450892
A964812,465314
A967452,467954
A973784,474286
A992518,493020
A907385,407888
A931995,432498
A977203,477706
A995080,495583
A922514,423018
A907166,407671
A934296,434801
A997638,498143
A914161,414667
A914752,415258
A979134,479640
A990231,490737
A917566,418073
A920398,420905
A946826,447333
A947412,447919
A968729,469236
A969947,470454
A973121,473628
A938608,439116
A955398,455906
A961476,461984
A981504,482012
A929571,430080
A959410,459919
A933650,434160
A935845,436355
A946007,446517
A951611,452121
A963484,463994
A975674,476184
A990092,490602
A910545,411056
A916658,417169
A940021,440532
A940250,440761
A948819,449330
A958132,458643
A962713,463224
A970146,470657
A971859,472370
A971931,472442
A981612,482123
A981917,482428
A984009,484520
A986792,487303
A946997,447509
A985332,485844
A905859,406372
A927508,428021
A932375,432888
A935320,435833
A953760,454273
A913128,413642
A965403,465917
A970715,471229
A979398,479912
A958040,458555
A978323,478838
A992242,492757
A910542,411058
A949515,450031
A995434,495950
A997849,498365
A998583,499099
A920295,420812
A922004,422521
A924213,424730
A996350,496867
A997731,498248
A913973,414491
A920235,420753
A931236,431754
A943070,443588
A955374,455892
A985188,485706
A988184,488702
A991976,492494
A995085,495603
A909895,410414
A910454,410973
A918872,419391
A931187,431706
A945828,446347
A948531,449051
A951424,451944
A960213,460733
A962373,462893
A974016,474536
A931532,432053
A940971,441492
A953097,453618
A960242,460763
A908596,409118
A909713,410235
A948449,448971
A954010,454532
A973669,474191
A929146,429669
A963223,463746
A986524,487047
A987624,488147
A907536,408060
A926271,426795
A951329,451853
A960695,461219
A969119,469643
A996421,496945
A927711,428236
A931096,431621
A956231,456756
A922948,423474
A933278,433804
A938708,439234
A980438,480964
A983427,483953
A927994,428521
A961019,461546
A980334,480861
A906385,406913
A976911,477439
A977976,478504
A947200,447729
A977849,478378
A914640,415170
A915780,416310
A928391,428921
A936031,436561
A956144,456674
A958326,458856
A961521,462051
A964287,464817
A944334,444865
A947274,447805
A948140,448671
A956025,456556
A960210,460741
A972949,473480
A933151,433683
A946933,447465
A950355,450887
A994093,494625
A997015,497547
A913920,414454
A919522,420056
A929924,430458
A930852,431386
A934517,435051
A910531,411066
A910942,411477
A924682,425217
A939988,440523
A942175,442710
A943947,444482
A945181,445716
A984733,485268
A912639,413175
A919365,419901
A923387,423923
A936473,437009
A943855,444391
A960032,460568
A974075,474611
A916749,417286
A927511,428048
A945095,445632
A968742,469279
A969731,470268
A978176,478713
A906166,406704
A983227,483765
A995715,496253
A917091,417630
A932580,433119
A941686,442225
A943926,444465
A956504,457043
A956589,457128
A961360,461899
A965410,465949
A975409,475948
A981411,481950
A983219,483758
A915701,416241
A917940,418480
A924543,425083
A948908,449448
A950971,451511
A951681,452221
A976205,476745
A990425,490965
A990606,491146
A992761,493301
A915544,416085
A933524,434065
A934363,434904
A955675,456216
A960281,460822
A967065,467606
A969491,470032
A969949,470490
A972531,473072
A973527,474068
A975380,475921
A977052,477593
A984912,485453
A994714,495255
A997261,497802
A949307,449849
A984636,485178
A994280,494822
A940429,440972
A949089,449632
A960894,461437
A970766,471309
A998033,498576
A957702,458246
A970768,471312
A978704,479248
A925964,426509
A985365,485910
A986434,486979
A981034,481580
A981175,481721
A915207,415754
A994444,494991
A940073,440621
A941268,441816
A969074,469622
A977965,478513
A989805,490353
A923969,424518
A935044,435593
A954144,454693
A953011,453561
A993888,494438
A995996,496546
A911970,412521
A917570,418121
A935760,436311
A942729,443280
A978148,478699
A981674,482225
A982721,483272
A989076,489627
A942991,443543
A907264,407817
A907836,408389
A940736,441289
A906910,407464
A925786,426340
A935964,436518
A952604,453158
A954717,455271
A963439,463993
A907215,407770
A926866,427421
A936470,437025
A910435,410991
A918041,418597
A939955,440511
A982552,483108
A963739,464296
A977353,477911
A983651,484209
A908020,408579
A935256,435815
A935616,436175
A959120,459679
A960214,460773
A907154,407714
A908267,408827
A913023,413583
A952675,453235
A955096,455656
A936691,437252
A970740,471301
A911424,411986
A917711,418273
A920452,421014
A925244,425806
A961230,461792
A981936,482498
A935938,436501
A962253,462816
A992412,492975
A966050,466614
A969625,470189
A989326,489890
A989931,490495
A996351,496915
A933770,434335
A944095,444660
A974027,474592
A974912,475477
A982852,483417
A931681,432247
A954631,455197
A961873,462439
A964109,464675
A966836,467402
A987646,488212
A907609,408176
A918778,419345
A951048,451615
A979393,479960
A985343,485910
A904927,405495
A926077,426645
A932895,433463
A940782,441350
A906623,407192
A908879,409448
A914590,415159
A924090,424659
A926059,426628
A955694,456263
A981940,482509
A935310,435880
A947345,447915
A983940,484510
A988452,489022
A910429,411000
A915075,415646
A916663,417234
A957968,458539
A965915,466486
A987964,488535
A918154,418726
A951741,452313
A971065,471637
A993201,493773
A995777,496349
A918759,419332
A926705,427278
A974420,474993
A913403,413977
A938866,439440
A946465,447039
A956098,456672
A959766,460340
A967322,467896
A979199,479773
A986766,487340
A912051,412626
A920058,420633
A927836,428411
A938797,439372
A952246,452821
A955486,456061
A967655,468230
A976892,477467
A983229,483804
A991764,492339
A909688,410264
A913202,413778
A925147,425723
A941789,442365
